run,model,roc_auc,avg_precision,precision,recall,f1,n_features
set1_all_questionnaire,logreg,0.7873265519740196,0.6582269835198955,0.5800711743772242,0.6777546777546778,0.6251198465963567,61
set2_sleep_focused,rf_sleep_focused,0.7551577626056275,0.6127655493613973,0.5327586206896552,0.6424116424116424,0.5824693685202639,16
