feature,importance_mean,importance_std
"whq040___like_to_weigh_more,_less_or_same",0.016255327829577712,0.007603860387145507
mcq300c___close_relative_had_diabetes,0.012247623605162463,0.012377270761029312
slq030___how_often_do_you_snore?,0.008528837091083081,0.009650059393485316
paq650___vigorous_recreational_activities,0.007428825802178704,0.0036291148203162
cos_weekday_bedtime,0.0027486221871836193,0.00348469874358902
sleep_hours_weekend,-0.01101046835568685,0.006168437407341928
