column,action,count_abs_gt_8,count_abs_gt_12,min,q01,median,q99,max
LBXSASSI_aspartate_aminotransferase_ast_u_l,reference_normalize,24,13,-1.3,-1.0,-0.3,4.7,30.933333333333337
ast_u_l,reference_normalize,24,13,-1.3,-1.0,-0.3,4.7,30.933333333333337
LBDBGESI_mercury_ethyl_nmol_l,zscore_normalize,20,13,-0.0945083407291209,-0.0945083407291209,-0.0752088771769804,-0.0381801774160587,26.866385083945566
LBXBGE_mercury_ethyl_ug_l,zscore_normalize,20,13,-0.0945083407291184,-0.0945083407291184,-0.0752088771769795,-0.0381801774160515,26.866385083945577
liver_stiffness_kpa,zscore_normalize,24,12,-1.1312906257660769,-0.7353526648165483,-0.1871671157774845,3.8144938529852435,16.882059995122955
LBXSF3SI_5_formyl_tetrahydrofolate_nmol_l,zscore_normalize,20,12,-0.1306565293970164,-0.1306565293970164,-0.0837712333122794,2.8172710848776705,21.340014382333425
alq142___#_days_have_4_or_5_drinks/past_12_mos,zscore_normalize,16,12,-0.7163603827774562,-0.7163603827774562,-0.4591552025035355,1.8096920837080928,16.214937075140085
pad680___minutes_sedentary_activity,zscore_normalize,40,9,-1.5963938578709502,-1.0167572457063403,-0.1342832323626555,2.007433774282928,25.874097952451436
alq170___past_30_days_#_times_4_5_drinks_on_an_oc,zscore_normalize,33,9,-0.1494723613109425,-0.1494723613109425,-0.1117669039413253,6.129124296205484,16.880655896613902
LBXVEA_blood_ethyl_acetate_ng_ml,zscore_normalize,16,9,-0.1197213355994156,-0.1197213355994156,-0.0951713359946448,1.5901022592110496,19.144765376013172
LBXVTC_blood_trichloroethene_ng_ml,zscore_normalize,16,9,-0.1397221279299194,-0.1397221279299194,-0.0772053374055242,-0.0606339062590821,18.678291568413933
LBDIHGSI_mercury_inorganic_nmol_l,zscore_normalize,15,9,-0.4452812511059741,-0.4452812511059741,-0.1540134697764562,3.5151981719186516,24.63426867892791
LBXIHG_mercury_inorganic_ug_l,zscore_normalize,15,9,-0.4448306948319643,-0.4448306948319643,-0.1539539725670941,3.5220471193790965,24.634005001037288
LBXVTHF_blood_tetrahydrofuran_ng_ml,zscore_normalize,10,9,-0.0847336238653134,-0.0847336238653134,-0.0563436169819005,-0.0432317814379824,19.131126469708992
LBXSCK_creatine_phosphokinase_cpk_iu_l,zscore_normalize,19,8,-1.0994895842670176,-0.859099101153118,-0.1878606408187293,3.3804407588480574,25.179590783037153
LBDSCRSI_creatinine_refrigerated_serum_umol_l,zscore_normalize,14,8,-3.988460809837611,-1.80708353438513,-0.1008929858936686,2.5426944495632546,21.952448728745907
LBXVC6_blood_cyclohexane_ng_ml,zscore_normalize,13,8,-1.0,-1.0,-0.0800676287930151,0.0023838776451260506,18.272277001624452
ocq180___hours_worked_last_week_in_total_all_jobs,zscore_normalize,9,8,-3.063771456557532,-2.0837060677978188,-0.0452757558758529,2.141759769342841,23.06494467742864
LBXFER_ferritin_ng_ml,reference_normalize,22,7,-1.1588405797101449,-1.0879710144927537,-0.1944444444444444,5.0822222222222235,34.958333333333336
ferritin_ng_ml,reference_normalize,22,7,-1.1588405797101449,-1.0879710144927537,-0.1944444444444444,5.0822222222222235,34.958333333333336
LBXSF2SI_folic_acid_nmol_l,zscore_normalize,21,7,-1.1815458522272846,-0.6328084012230943,-0.1519109065584096,4.277698934121891,16.446733029961685
LBXV4C_blood_tetrachloroethene_ng_ml,zscore_normalize,16,7,-0.1836385530439829,-0.1836385530439829,-0.1195449489670869,3.5092786686322537,17.7094311582976
LBXVMCP_blood_methylcyclopentane_ng_ml,zscore_normalize,16,7,-0.1748477994052773,-0.1748477994052773,-0.0905602348451335,2.188855197256186,18.110512860576193
LBDBCRSI_chromium_nmol_l,zscore_normalize,12,7,-0.3041962382102386,-0.3041962382102386,-0.2511357274404043,4.253184537017244,17.866760681735112
LBXBCR_chromium_ug_l,zscore_normalize,12,7,-0.3042628473958071,-0.3042628473958071,-0.2511949189695094,4.2534041935795806,17.866144216369822
LBDBCOSI_cobalt_nmol_l,zscore_normalize,11,7,-1.0878776156891448,-1.0878776156891448,-0.0677908356769148,2.078066713822664,27.35537617537996
LBXBCO_cobalt_ug_l,zscore_normalize,11,7,-1.0866343184752227,-1.0866343184752227,-0.0682342898808719,2.0770101959601304,27.355236771584256
LBXV07N_blood_heptane_ng_ml,zscore_normalize,8,7,-0.0779785735281101,-0.0779785735281101,-0.0561655956301617,1.0,17.888543819998315
LBDBPBSI_blood_lead_umol_l,zscore_normalize,16,6,-1.0894878094436284,-0.84911051951531,-0.234387025110235,4.049975707686662,19.175813121068593
LBXBPB_blood_lead_ug_dl,zscore_normalize,16,6,-1.0843890603895816,-0.8504335284783022,-0.2348381891200717,4.052454168342641,19.17331796251606
LBDPG4SI_progesterone_nmol_l,zscore_normalize,15,6,-1.0573755484113727,-0.8851024449344658,-0.22496261892314134,3.5890591599323316,20.832716356072183
LBXPG4_progesterone_ng_dl,zscore_normalize,15,6,-1.0572526473569042,-0.8850657142047611,-0.2247028173265702,3.5878677652025486,20.834440567547723
pad630___minutes_moderate_intensity_work,zscore_normalize,12,6,-1.2966866059668871,-1.2338713378577644,-0.1565487982197032,2.4325358870404643,20.109619684721157
SSVARMQ_varicella_igg_antibody_mba_quantitative,zscore_normalize,10,6,-0.8845651135470353,-0.778180678175516,-0.1322773935689818,2.675217658750078,23.24474104808056
URXBCPP_bis_1_chloro_2_propyl_phosphate,zscore_normalize,9,6,-0.4012291540197029,-0.4012291540197029,-0.1698036592564395,3.380605273641192,15.92436000288757
LBXVDB_blood_1_4_dichlorobenzene_ng_ml,zscore_normalize,18,5,-0.2060023463560212,-0.2060023463560212,-0.1435232536093079,4.1499163279313995,16.256341501047363
LBXSF5SI_5_10_methenyl_tetrahydrofolate_nmol_l,zscore_normalize,16,5,-0.2593671611664646,-0.2593671611664646,-0.191995275920917,4.3013785928244594,15.903651601282483
LBXV2A_blood_1_2_dichloroethane_ng_ml,zscore_normalize,15,5,-0.1481388631651161,-0.1481388631651161,-0.1054570925346671,4.91624583478235,16.761364152528817
LBXVBF_blood_bromoform_ng_ml,zscore_normalize,13,5,-0.2389792663033455,-0.2389792663033455,-0.1896775968121652,5.287495745105528,14.542672147220063
LBXVIBN_blood_isobutyronitrile_ng_ml,zscore_normalize,13,5,-0.3039164082775871,-0.3039164082775871,-0.1835214855489733,4.161065401540762,16.879408837499174
liver_stiffness_iqr_ratio,zscore_normalize,13,5,-1.6897525879791326,-1.2131091402393444,-0.123024504751476,2.7010712468624756,25.91632753862882
LBXVOX_blood_o_xylene_ng_ml,zscore_normalize,11,5,-0.4304652215596383,-0.4304652215596383,-0.1202173827196347,3.3013822749781943,17.849027564448285
URXTBBA_2_3_4_5_tetrabromobenzoic_acid,zscore_normalize,10,5,-0.2176063960800519,-0.2176063960800519,-0.1381371054763735,3.5313150950888135,16.150036668169193
LBDINSI,zscore_normalize,9,5,-1.0070590917019056,-0.8074808837559142,-0.233098279238877,4.009650246765047,16.400634383143814
LBXIN,zscore_normalize,9,5,-1.007059091701905,-0.8074808837559142,-0.2330982792388769,4.009650246765047,16.40063438314381
insulin_uU_ml,zscore_normalize,9,5,-1.007059091701905,-0.8074808837559142,-0.2330982792388769,4.009650246765047,16.40063438314381
LBXVME_blood_mtbe_ng_ml,zscore_normalize,8,5,-1.0,-1.0,-0.0955991302079915,-0.0516225732919679,16.893519091920982
pad615___minutes_vigorous_intensity_work,zscore_normalize,7,5,-1.360521025365589,-1.287981640563121,-0.1532323925966715,2.2508350650138893,16.21863364933277
whd020___current_self_reported_weight_(pounds),zscore_normalize,26,4,-0.2308711090240215,-0.20774647986615488,-0.1421497262550489,6.470398080077588,12.217532701108608
URXBCEP_bis_2_chloroethyl_phosphate,zscore_normalize,10,4,-0.5301306623548727,-0.5301306623548727,-0.19484961658050484,4.223817621015888,15.928955074033
URXOP4_diethylthiophosphate_ng_ml,zscore_normalize,10,4,-0.4478351818088981,-0.4478351818088981,-0.2196222552322021,4.48214372733276,14.857799910845072
LBDFERSI_ferritin_ug_l,zscore_normalize,9,4,-1.2679834463641175,-1.0524762630513338,-0.2543518057188543,3.6606314170099643,17.698931462375562
LBXVCF_blood_chloroform_ng_ml,zscore_normalize,9,4,-0.6298046825410488,-0.6298046825410488,-0.2583859406431644,3.517012789597521,16.078116609188303
LBXVXY_blood_m_p_xylene_ng_ml,zscore_normalize,9,4,-0.57256069224651,-0.57256069224651,-0.1226289735518068,3.414127756271614,17.85612185362041
URXUSB_antimony_urine_ug_l,zscore_normalize,9,4,-0.7095067551210332,-0.7095067551210332,-0.1941487194842302,3.974081661856411,15.171429727277598
URX34M_3_methipurc_acd_4_methipurc_acd_ng_ml,zscore_normalize,8,4,-0.6668710686665641,-0.6165131120160207,-0.2178885866897826,3.503266999032466,15.131532080800884
LBXVEB_blood_ethylbenzene_ng_ml,zscore_normalize,7,4,-0.5349126140696104,-0.5349126140696104,-0.1386864595361896,3.7560315650940734,17.844312202026163
URXOP1_dimethylphosphate_ng_ml,zscore_normalize,7,4,-0.6358819806015219,-0.5801479180807918,-0.14863616164375798,4.162617471545822,15.965404037290686
SSMUMPQ_mumps_igg_antibody_mba_quantitative,zscore_normalize,6,4,-0.9209556583303422,-0.8464586784339714,-0.0647668239316747,3.4378976173710147,25.88227968001549
whd140___self_reported_greatest_weight_(pounds),zscore_normalize,69,3,-0.231662763210505,-0.19977488475523392,-0.1240685051182341,6.4657878119832635,14.096680981401416
rhq010___age_when_first_menstrual_period_occurred,zscore_normalize,24,3,-2.639040653636577,-1.5371675407085312,-0.0945282505157411,2.319388354539629,16.374141854491842
LBDTHGSI_blood_mercury_total_nmol_l,zscore_normalize,19,3,-0.5650491356109436,-0.5650491356109436,-0.3047988142212074,4.1709004192317725,15.313903992307493
LBXTHG_blood_mercury_total_ug_l,zscore_normalize,19,3,-0.5651425863377052,-0.5651425863377052,-0.3045472014744486,4.170776414474481,15.313806647685976
rxddays___number_of_days_taken_medicine,zscore_normalize,17,3,-0.7455877870463693,-0.7327853565669129,-0.2136964733390068,3.4287688947998416,18.924145060303097
LBDBGMSI_mercury_methyl_nmol_l,zscore_normalize,16,3,-0.534842639376139,-0.534842639376139,-0.3303236556879922,4.208355300714023,16.47852850691877
LBXBGM_mercury_methyl_ug_l,zscore_normalize,16,3,-0.5349145141462599,-0.5349145141462599,-0.3298996828226683,4.2078063308722005,16.47823666719129
LBDESOSI_estrone_pmol_l,zscore_normalize,13,3,-2.5190404934678075,-1.3919551973948974,-0.1737634284923138,3.485398829429813,15.313550478377577
LBXESO_estrone_ng_dl,zscore_normalize,13,3,-2.519378249220046,-1.3918835035756458,-0.17461367350493906,3.4860443244128336,15.31155622694642
LBXV08N_blood_octane_ng_ml,zscore_normalize,13,3,-0.1479288040073966,-0.1479288040073966,-0.1213170231819069,6.0696028054738695,17.013498986613627
LBXVBZN_blood_benzonitrile_ng_ml,zscore_normalize,13,3,-0.3306821361066376,-0.3306821361066376,-0.2245321820945083,4.497982395504892,16.82910780137064
URXUCM_chromium_urine_ug_l,zscore_normalize,9,3,-0.482780495714645,-0.482780495714645,-0.195075324624817,4.054116010161992,16.303979551796196
URXUMN_manganese_urine_ug_l,zscore_normalize,9,3,-0.3884163380129132,-0.3884163380129132,-0.2371270458157329,4.535615036030194,14.597083373863974
URXUP8_perchlorate_urine_ng_ml,zscore_normalize,9,3,-0.9186773907367002,-0.815212485623551,-0.2277462162024828,3.8477897512655033,13.0548826249422
URXUSN_tin_urine_ug_l,zscore_normalize,9,3,-0.5236306672379044,-0.5236306672379044,-0.2186690954538865,4.023123850228049,14.41192227279023
LBXNRBC_nucleated_red_blood_cells_100_wbc,zscore_normalize,8,3,-1.250034470115266,-1.250034470115266,0.105520745695594,2.676389822642794,20.719602680770773
URXUTU_tungsten_urine_ug_l,zscore_normalize,8,3,-0.7603160936905341,-0.7058743411033308,-0.1831190336953692,4.1336233383885554,15.041898476151186
URXDBUP_dibutyl_phosphate,zscore_normalize,7,3,-0.447297464397282,-0.447297464397282,-0.2093755686187037,4.73414599430662,16.494903089650215
URXUAC_urinary_arsenocholine_ug_l,zscore_normalize,7,3,-0.2915666824240476,-0.2915666824240476,-0.1862669905270084,4.42024853726027,14.192194488613296
URXUHG_urine_mercury_ug_l,zscore_normalize,7,3,-0.6068173799402221,-0.6068173799402221,-0.2706837670047131,3.9385857545149676,14.302749760682978
LBDAMHSI_anti_mullerian_hormone_pmol_l,zscore_normalize,4,3,-1.3854925080846692,-1.106145196449203,-0.1558433168603553,3.50884445542947,21.142263898900183
LBXAMH_anti_mullerian_hormone_ng_ml,zscore_normalize,4,3,-1.38534240484769,-1.1060793017980552,-0.1554690643786037,3.5088146569896983,21.142259368425872
LBXSATSI_alanine_aminotransferase_alt_u_l,reference_normalize,4,3,-1.2105263157894737,-1.0,-0.4736842105263157,3.122448979591837,26.551020408163264
alt_u_l,reference_normalize,4,3,-1.2105263157894737,-1.0,-0.4736842105263157,3.122448979591837,26.551020408163264
rhd180___age_at_first_live_birth,zscore_normalize,3,3,-1.1314694304961566,-1.1314694304961566,-0.0848506039050119,2.3336968253874883,22.23388445419064
LBDESTSI_estradiol_pmol_l,zscore_normalize,16,2,-2.318453078493504,-1.4533428930772583,-0.1750717157335523,3.482946885988966,21.18660486805776
LBXEST_estradiol_pg_ml,zscore_normalize,16,2,-2.319549344566908,-1.453587539645258,-0.1746990146940794,3.4891824101634197,21.17499860179556
LBDES1SI_estrone_sulfate_pmol_l,zscore_normalize,14,2,-1.2727091655329736,-1.0944450116910793,-0.2289836232168758,4.093897515205229,16.718938616750712
LBXES1_estrone_sulfate_pg_ml,zscore_normalize,14,2,-1.2736002960490818,-1.0940073980436449,-0.228616309811163,4.095125206722446,16.723802955862258
SSRUBQ_rubella_igg_antibody_mba_quantitative,zscore_normalize,13,2,-0.8543873239815348,-0.7340554908076037,-0.2837246211266129,4.295988904108348,12.672515973793695
URXBMA_n_acetyl_s_benzyl_l_cysteine_ng_ml,zscore_normalize,10,2,-0.7325572990417267,-0.682524151589792,-0.1765634602067675,3.7244415674991207,15.66892495670742
URXOP5_dimethyldithiophosphate_ng_ml,zscore_normalize,10,2,-0.3349656496793675,-0.3349656496793675,-0.2357949196086476,5.144567187781455,14.33608440585723
URXOP6_diethyldithiophosphate_ng_ml,zscore_normalize,10,2,-0.2255858909551697,-0.2255858909551697,-0.1629244874010705,5.098627506746745,15.952447128300278
SSBPPP_4_tert_butyl_phenyl_phenyl_phosphateug_l,zscore_normalize,9,2,-0.2554134461872414,-0.2554134461872414,-0.2199703915193372,5.576534912520738,12.576963660028628
URXTTC_2_thioxothiazolidine_4_carboxylic_acid,zscore_normalize,9,2,-0.3359712904958926,-0.3359712904958926,-0.2541767108323099,4.5190989575789136,14.373837983157552
