SEQN,RIAGENDR,RIDAGEYR,RIDRETH3,RIDRETH1,RIDEXPRG,DMDEDUC2,DMDMARTZ,DMDBORN4,INDFMPIR,WTMECPRP,WTINTPRP,SDMVPSU,SDMVSTRA,gender,ethnicity,education,marital_status,pregnancy_status,country_of_birth
118488,2.0,35.0,6.0,5.0,2.0,3.0,1.0,1.0,4.09,8983.41232,8766.823877,1.0,167.0,Female,Non-Hispanic Asian,High school / GED,Married / Living with partner,Not pregnant,Born in 50 US states or DC
118489,2.0,57.0,4.0,4.0,,3.0,1.0,1.0,2.49,10970.010122,10672.466319,1.0,170.0,Female,Non-Hispanic Black,High school / GED,Married / Living with partner,,Born in 50 US states or DC
118490,2.0,19.0,1.0,1.0,,,,1.0,0.29,13900.244425,13214.935298,1.0,170.0,Female,Mexican American,,,,Born in 50 US states or DC
118492,1.0,33.0,3.0,3.0,,3.0,1.0,1.0,1.21,26304.243798,25547.601638,2.0,158.0,Male,Non-Hispanic White,High school / GED,Married / Living with partner,,Born in 50 US states or DC
118494,2.0,44.0,4.0,4.0,2.0,5.0,1.0,1.0,4.32,22075.342582,19025.96225,1.0,170.0,Female,Non-Hispanic Black,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
118495,2.0,31.0,4.0,4.0,2.0,4.0,2.0,1.0,1.77,22160.581488,21389.169675,1.0,160.0,Female,Non-Hispanic Black,Some college / AA,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
118496,1.0,57.0,1.0,1.0,,1.0,2.0,2.0,2.55,8949.066096,8242.20945,2.0,164.0,Male,Mexican American,Less than 9th grade,Widowed / Divorced / Separated,,Born in Mexico
118500,1.0,57.0,4.0,4.0,,3.0,3.0,1.0,,3925.66193,3859.05183,2.0,169.0,Male,Non-Hispanic Black,High school / GED,Never married,,Born in 50 US states or DC
118503,2.0,33.0,2.0,2.0,2.0,4.0,1.0,2.0,,34582.773846,33645.970133,1.0,165.0,Female,Other Hispanic,Some college / AA,Married / Living with partner,Not pregnant,Born in Mexico
118504,1.0,25.0,3.0,3.0,,2.0,1.0,1.0,0.51,22207.535808,19314.574241,1.0,167.0,Male,Non-Hispanic White,9-11th grade,Married / Living with partner,,Born in 50 US states or DC
118505,2.0,65.0,6.0,5.0,,3.0,1.0,2.0,1.54,10438.867508,9808.353121,1.0,161.0,Female,Non-Hispanic Asian,High school / GED,Married / Living with partner,,Born in Mexico
118512,1.0,52.0,1.0,1.0,,1.0,1.0,2.0,0.43,18569.012774,17748.680665,2.0,160.0,Male,Mexican American,Less than 9th grade,Married / Living with partner,,Born in Mexico
118514,2.0,48.0,3.0,3.0,,4.0,3.0,1.0,1.66,20135.005826,18894.261641,2.0,158.0,Female,Non-Hispanic White,Some college / AA,Never married,,Born in 50 US states or DC
118518,2.0,39.0,4.0,4.0,2.0,5.0,2.0,1.0,0.78,8047.985635,7721.366003,2.0,171.0,Female,Non-Hispanic Black,College graduate or above,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
118520,2.0,64.0,4.0,4.0,,4.0,2.0,1.0,0.82,5050.75021,4835.628205,1.0,168.0,Female,Non-Hispanic Black,Some college / AA,Widowed / Divorced / Separated,,Born in 50 US states or DC
118521,2.0,55.0,4.0,4.0,,4.0,2.0,1.0,0.96,4407.299355,4345.426331,1.0,150.0,Female,Non-Hispanic Black,Some college / AA,Widowed / Divorced / Separated,,Born in 50 US states or DC
118523,2.0,54.0,1.0,1.0,,3.0,2.0,1.0,4.16,14454.265639,14345.774545,2.0,159.0,Female,Mexican American,High school / GED,Widowed / Divorced / Separated,,Born in 50 US states or DC
118528,1.0,34.0,4.0,4.0,,3.0,3.0,1.0,1.11,20254.815856,19002.155491,2.0,170.0,Male,Non-Hispanic Black,High school / GED,Never married,,Born in 50 US states or DC
118530,1.0,25.0,6.0,5.0,,5.0,1.0,1.0,1.32,20548.970748,18093.021221,1.0,169.0,Male,Non-Hispanic Asian,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
118536,2.0,61.0,3.0,3.0,,5.0,1.0,1.0,5.0,92708.963652,89842.677341,2.0,166.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
118537,1.0,25.0,6.0,5.0,,5.0,3.0,2.0,1.92,4867.016828,4365.953943,2.0,152.0,Male,Non-Hispanic Asian,College graduate or above,Never married,,Born in Mexico
118539,1.0,28.0,3.0,3.0,,3.0,1.0,1.0,3.25,68619.366244,59348.018706,2.0,159.0,Male,Non-Hispanic White,High school / GED,Married / Living with partner,,Born in 50 US states or DC
118541,1.0,46.0,4.0,4.0,,2.0,1.0,2.0,,14159.116633,14040.686975,1.0,152.0,Male,Non-Hispanic Black,9-11th grade,Married / Living with partner,,Born in Mexico
118544,2.0,33.0,1.0,1.0,2.0,1.0,1.0,2.0,1.01,16805.352827,15988.323725,2.0,161.0,Female,Mexican American,Less than 9th grade,Married / Living with partner,Not pregnant,Born in Mexico
118548,1.0,37.0,4.0,4.0,,4.0,3.0,1.0,0.34,16690.240673,14560.664356,1.0,170.0,Male,Non-Hispanic Black,Some college / AA,Never married,,Born in 50 US states or DC
118550,1.0,24.0,7.0,5.0,,4.0,3.0,1.0,0.58,16638.210946,15617.598753,2.0,149.0,Male,Other/Multiracial,Some college / AA,Never married,,Born in 50 US states or DC
118552,1.0,39.0,4.0,4.0,,2.0,1.0,1.0,1.65,11999.679679,11028.831591,2.0,169.0,Male,Non-Hispanic Black,9-11th grade,Married / Living with partner,,Born in 50 US states or DC
118553,2.0,57.0,6.0,5.0,,5.0,1.0,2.0,5.0,18576.882351,16146.443539,1.0,169.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,,Born in Mexico
118554,2.0,40.0,1.0,1.0,2.0,4.0,1.0,2.0,4.93,22790.327527,23084.767089,2.0,161.0,Female,Mexican American,Some college / AA,Married / Living with partner,Not pregnant,Born in Mexico
118556,1.0,63.0,1.0,1.0,,1.0,2.0,1.0,,12843.386947,11941.690525,2.0,160.0,Male,Mexican American,Less than 9th grade,Widowed / Divorced / Separated,,Born in 50 US states or DC
118559,2.0,46.0,3.0,3.0,,3.0,2.0,1.0,,5.397605346934028e-79,44576.538718,1.0,151.0,Female,Non-Hispanic White,High school / GED,Widowed / Divorced / Separated,,Born in 50 US states or DC
118561,2.0,55.0,6.0,5.0,,5.0,1.0,2.0,2.43,11529.663589,11063.049887,1.0,160.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,,Born in Mexico
118562,1.0,51.0,4.0,4.0,,3.0,2.0,1.0,0.96,5.397605346934028e-79,10330.929572,2.0,171.0,Male,Non-Hispanic Black,High school / GED,Widowed / Divorced / Separated,,Born in 50 US states or DC
118563,1.0,57.0,3.0,3.0,,4.0,1.0,1.0,5.0,70785.347497,65045.511844,2.0,163.0,Male,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
118565,2.0,53.0,2.0,2.0,,2.0,1.0,2.0,0.59,20677.063306,18552.030952,2.0,153.0,Female,Other Hispanic,9-11th grade,Married / Living with partner,,Born in Mexico
118566,2.0,30.0,2.0,2.0,3.0,2.0,3.0,1.0,,5.397605346934028e-79,31635.617165,2.0,162.0,Female,Other Hispanic,9-11th grade,Never married,Cannot determine,Born in 50 US states or DC
118567,1.0,33.0,1.0,1.0,,4.0,1.0,2.0,,14612.609659,13522.292201,2.0,152.0,Male,Mexican American,Some college / AA,Married / Living with partner,,Born in Mexico
118569,1.0,61.0,4.0,4.0,,4.0,2.0,1.0,1.12,5245.686529,5090.936117,1.0,152.0,Male,Non-Hispanic Black,Some college / AA,Widowed / Divorced / Separated,,Born in 50 US states or DC
118573,2.0,57.0,3.0,3.0,,4.0,1.0,1.0,2.6,27929.471493,26426.495826,1.0,155.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
118574,1.0,54.0,4.0,4.0,,5.0,1.0,1.0,4.47,5.397605346934028e-79,8708.967436,2.0,152.0,Male,Non-Hispanic Black,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
118575,2.0,42.0,1.0,1.0,3.0,4.0,1.0,2.0,,15080.234812,13876.168639,2.0,169.0,Female,Mexican American,Some college / AA,Married / Living with partner,Cannot determine,Born in Mexico
118576,1.0,50.0,6.0,5.0,,3.0,1.0,2.0,2.45,14991.504935,14100.407449,1.0,154.0,Male,Non-Hispanic Asian,High school / GED,Married / Living with partner,,Born in Mexico
118578,1.0,53.0,4.0,4.0,,3.0,1.0,1.0,4.33,16553.846812,16380.285862,2.0,154.0,Male,Non-Hispanic Black,High school / GED,Married / Living with partner,,Born in 50 US states or DC
118580,2.0,25.0,3.0,3.0,2.0,3.0,3.0,1.0,,90426.708692,85429.665667,1.0,157.0,Female,Non-Hispanic White,High school / GED,Never married,Not pregnant,Born in 50 US states or DC
118582,2.0,29.0,3.0,3.0,2.0,4.0,3.0,2.0,2.89,10327.434165,9783.389644,2.0,154.0,Female,Non-Hispanic White,Some college / AA,Never married,Not pregnant,Born in Mexico
118586,2.0,37.0,1.0,1.0,2.0,2.0,1.0,2.0,0.7,33784.008187,31635.617165,2.0,162.0,Female,Mexican American,9-11th grade,Married / Living with partner,Not pregnant,Born in Mexico
118588,1.0,60.0,3.0,3.0,,4.0,1.0,2.0,,83028.341313,78526.534486,1.0,165.0,Male,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in Mexico
118592,2.0,54.0,3.0,3.0,,3.0,1.0,1.0,0.72,321573.519227,311265.152122,2.0,157.0,Female,Non-Hispanic White,High school / GED,Married / Living with partner,,Born in 50 US states or DC
118594,1.0,20.0,7.0,5.0,,4.0,3.0,1.0,2.94,23554.035032,19623.908776,1.0,162.0,Male,Other/Multiracial,Some college / AA,Never married,,Born in 50 US states or DC
118597,2.0,28.0,1.0,1.0,1.0,4.0,1.0,1.0,2.19,4068.696284,3772.377394,2.0,155.0,Female,Mexican American,Some college / AA,Married / Living with partner,"Yes, pregnant",Born in 50 US states or DC
118598,2.0,52.0,4.0,4.0,,5.0,3.0,1.0,2.2,6527.53196,6356.420309,2.0,167.0,Female,Non-Hispanic Black,College graduate or above,Never married,,Born in 50 US states or DC
118600,1.0,35.0,3.0,3.0,,5.0,1.0,1.0,5.0,48079.514044,44404.91994,2.0,171.0,Male,Non-Hispanic White,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
118601,2.0,55.0,1.0,1.0,,5.0,1.0,1.0,5.0,23683.44385,24888.696685,1.0,155.0,Female,Mexican American,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
118604,2.0,58.0,4.0,4.0,,2.0,1.0,1.0,2.73,14373.725053,12575.995039,1.0,170.0,Female,Non-Hispanic Black,9-11th grade,Married / Living with partner,,Born in 50 US states or DC
118605,1.0,18.0,2.0,2.0,,,,1.0,0.24,11914.543651,11365.175659,1.0,149.0,Male,Other Hispanic,,,,Born in 50 US states or DC
118606,2.0,32.0,4.0,4.0,1.0,4.0,1.0,1.0,1.53,6487.34375,6151.9147,2.0,150.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,"Yes, pregnant",Born in 50 US states or DC
118607,1.0,48.0,4.0,4.0,,3.0,1.0,1.0,1.92,10321.381607,9952.213851,2.0,166.0,Male,Non-Hispanic Black,High school / GED,Married / Living with partner,,Born in 50 US states or DC
118609,2.0,53.0,1.0,1.0,,5.0,2.0,2.0,4.28,25052.834353,23924.625955,2.0,172.0,Female,Mexican American,College graduate or above,Widowed / Divorced / Separated,,Born in Mexico
118610,1.0,59.0,3.0,3.0,,5.0,2.0,1.0,5.0,61167.051569,57923.149203,2.0,159.0,Male,Non-Hispanic White,College graduate or above,Widowed / Divorced / Separated,,Born in 50 US states or DC
118611,2.0,59.0,3.0,3.0,,4.0,1.0,1.0,5.0,78532.639468,78739.514428,2.0,159.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
118612,2.0,33.0,4.0,4.0,2.0,3.0,3.0,1.0,1.18,11591.371489,11166.233672,2.0,170.0,Female,Non-Hispanic Black,High school / GED,Never married,Not pregnant,Born in 50 US states or DC
118616,1.0,37.0,6.0,5.0,,5.0,1.0,2.0,5.0,24286.001446,22460.266437,1.0,169.0,Male,Non-Hispanic Asian,College graduate or above,Married / Living with partner,,Born in Mexico
118618,2.0,57.0,4.0,4.0,,4.0,1.0,1.0,5.0,24522.211688,24044.661829,1.0,172.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
118621,2.0,46.0,3.0,3.0,,4.0,1.0,1.0,0.87,17207.006392,16527.865501,1.0,171.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
118624,1.0,26.0,6.0,5.0,,5.0,3.0,2.0,5.0,16801.3448,15032.584209,1.0,154.0,Male,Non-Hispanic Asian,College graduate or above,Never married,,Born in Mexico
118628,2.0,44.0,4.0,4.0,2.0,3.0,1.0,1.0,0.72,13023.558209,12063.260862,1.0,168.0,Female,Non-Hispanic Black,High school / GED,Married / Living with partner,Not pregnant,Born in 50 US states or DC
118629,1.0,24.0,4.0,4.0,,2.0,3.0,1.0,,32605.115653,30390.160191,1.0,172.0,Male,Non-Hispanic Black,9-11th grade,Never married,,Born in 50 US states or DC
118630,1.0,42.0,6.0,5.0,,3.0,1.0,2.0,,16412.874216,15766.164049,1.0,161.0,Male,Non-Hispanic Asian,High school / GED,Married / Living with partner,,Born in Mexico
118633,1.0,59.0,3.0,3.0,,4.0,1.0,1.0,4.81,51735.788372,49141.809099,2.0,167.0,Male,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
118636,2.0,60.0,2.0,2.0,,1.0,2.0,1.0,1.06,6379.316219,6232.12854,2.0,158.0,Female,Other Hispanic,Less than 9th grade,Widowed / Divorced / Separated,,Born in 50 US states or DC
118640,1.0,56.0,2.0,2.0,,1.0,1.0,2.0,3.15,8557.543169,7863.928432,2.0,150.0,Male,Other Hispanic,Less than 9th grade,Married / Living with partner,,Born in Mexico
118641,2.0,28.0,4.0,4.0,2.0,4.0,3.0,1.0,0.73,14054.280923,12983.034275,1.0,164.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
118643,2.0,50.0,4.0,4.0,,4.0,3.0,1.0,5.0,8543.935962,7959.666833,2.0,170.0,Female,Non-Hispanic Black,Some college / AA,Never married,,Born in 50 US states or DC
118647,2.0,55.0,4.0,4.0,,5.0,2.0,1.0,5.0,8560.424767,8208.284274,2.0,167.0,Female,Non-Hispanic Black,College graduate or above,Widowed / Divorced / Separated,,Born in 50 US states or DC
118648,1.0,47.0,1.0,1.0,,2.0,1.0,2.0,0.92,14229.279978,13335.791885,1.0,152.0,Male,Mexican American,9-11th grade,Married / Living with partner,,Born in Mexico
118650,1.0,39.0,3.0,3.0,,4.0,1.0,1.0,0.52,25141.48338,23864.339121,1.0,157.0,Male,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
118651,2.0,51.0,1.0,1.0,,3.0,2.0,2.0,0.96,16598.820883,16363.234132,2.0,154.0,Female,Mexican American,High school / GED,Widowed / Divorced / Separated,,Born in Mexico
118654,1.0,28.0,2.0,2.0,,3.0,1.0,2.0,0.56,10735.377098,9751.530002,2.0,156.0,Male,Other Hispanic,High school / GED,Married / Living with partner,,Born in Mexico
118655,2.0,58.0,3.0,3.0,,1.0,3.0,1.0,0.78,13513.109128,12137.814379,1.0,150.0,Female,Non-Hispanic White,Less than 9th grade,Never married,,Born in 50 US states or DC
118656,1.0,64.0,3.0,3.0,,3.0,2.0,1.0,2.0,17166.120597,16596.72681,2.0,155.0,Male,Non-Hispanic White,High school / GED,Widowed / Divorced / Separated,,Born in 50 US states or DC
118658,1.0,30.0,4.0,4.0,,3.0,3.0,1.0,1.84,17230.543191,15882.970066,1.0,168.0,Male,Non-Hispanic Black,High school / GED,Never married,,Born in 50 US states or DC
118663,1.0,26.0,4.0,4.0,,2.0,1.0,1.0,0.98,11860.058237,11259.920288,1.0,162.0,Male,Non-Hispanic Black,9-11th grade,Married / Living with partner,,Born in 50 US states or DC
118664,1.0,32.0,6.0,5.0,,4.0,1.0,2.0,1.32,13963.166751,12637.658299,2.0,169.0,Male,Non-Hispanic Asian,Some college / AA,Married / Living with partner,,Born in Mexico
118669,2.0,38.0,3.0,3.0,2.0,5.0,1.0,1.0,5.0,68564.900891,65865.695482,1.0,158.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
118670,1.0,42.0,3.0,3.0,,4.0,1.0,1.0,1.19,23317.816707,21894.728099,1.0,165.0,Male,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
118673,2.0,25.0,1.0,1.0,2.0,3.0,3.0,2.0,,27767.706623,24929.783874,1.0,170.0,Female,Mexican American,High school / GED,Never married,Not pregnant,Born in Mexico
118675,1.0,59.0,3.0,3.0,,2.0,1.0,1.0,5.0,115316.900678,102714.04005,1.0,156.0,Male,Non-Hispanic White,9-11th grade,Married / Living with partner,,Born in 50 US states or DC
118676,1.0,52.0,1.0,1.0,,3.0,1.0,2.0,,19926.017896,19454.612557,1.0,162.0,Male,Mexican American,High school / GED,Married / Living with partner,,Born in Mexico
118679,2.0,44.0,3.0,3.0,2.0,5.0,2.0,1.0,2.89,60460.989168,57437.611914,2.0,163.0,Female,Non-Hispanic White,College graduate or above,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
118681,1.0,65.0,2.0,2.0,,1.0,1.0,2.0,1.87,4734.602667,4415.343617,1.0,162.0,Male,Other Hispanic,Less than 9th grade,Married / Living with partner,,Born in Mexico
118682,2.0,40.0,7.0,5.0,2.0,5.0,3.0,1.0,5.0,23676.118472,20824.905389,2.0,156.0,Female,Other/Multiracial,College graduate or above,Never married,Not pregnant,Born in 50 US states or DC
118687,2.0,53.0,3.0,3.0,,5.0,3.0,1.0,4.78,10699.48408,9815.802029,1.0,163.0,Female,Non-Hispanic White,College graduate or above,Never married,,Born in 50 US states or DC
118692,1.0,65.0,4.0,4.0,,2.0,3.0,1.0,0.96,4539.830741,4386.172155,1.0,168.0,Male,Non-Hispanic Black,9-11th grade,Never married,,Born in 50 US states or DC
118693,1.0,51.0,2.0,2.0,,4.0,2.0,2.0,3.34,11336.771422,10655.706213,2.0,164.0,Male,Other Hispanic,Some college / AA,Widowed / Divorced / Separated,,Born in Mexico
118696,1.0,27.0,2.0,2.0,,1.0,1.0,2.0,,8091.882234,7566.553876,2.0,170.0,Male,Other Hispanic,Less than 9th grade,Married / Living with partner,,Born in Mexico
118697,2.0,42.0,1.0,1.0,2.0,2.0,1.0,2.0,1.92,19503.324888,19474.812307,2.0,161.0,Female,Mexican American,9-11th grade,Married / Living with partner,Not pregnant,Born in Mexico
118698,1.0,19.0,6.0,5.0,,,,1.0,,12550.07471,11932.65221,1.0,169.0,Male,Non-Hispanic Asian,,,,Born in 50 US states or DC
118699,2.0,65.0,7.0,5.0,,4.0,2.0,1.0,0.82,28316.64511,25611.157671,1.0,150.0,Female,Other/Multiracial,Some college / AA,Widowed / Divorced / Separated,,Born in 50 US states or DC
118701,2.0,45.0,7.0,5.0,,4.0,1.0,1.0,2.9,8052.290969,7376.945841,2.0,170.0,Female,Other/Multiracial,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
118702,1.0,37.0,3.0,3.0,,5.0,1.0,1.0,5.0,75742.702023,69953.88132,2.0,152.0,Male,Non-Hispanic White,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
118706,2.0,38.0,2.0,2.0,2.0,1.0,2.0,2.0,,15150.933431,14115.822612,1.0,170.0,Female,Other Hispanic,Less than 9th grade,Widowed / Divorced / Separated,Not pregnant,Born in Mexico
118709,1.0,18.0,3.0,3.0,,,,1.0,2.53,16882.60725,16332.048721,2.0,158.0,Male,Non-Hispanic White,,,,Born in 50 US states or DC
118711,2.0,34.0,6.0,5.0,2.0,5.0,1.0,2.0,5.0,19343.262508,18014.332727,2.0,165.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
118712,1.0,23.0,2.0,2.0,,4.0,1.0,1.0,2.55,55556.655746,50834.665482,1.0,163.0,Male,Other Hispanic,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
118713,1.0,54.0,6.0,5.0,,5.0,1.0,2.0,5.0,16049.422741,14391.671757,1.0,169.0,Male,Non-Hispanic Asian,College graduate or above,Married / Living with partner,,Born in Mexico
118718,1.0,24.0,1.0,1.0,,4.0,3.0,1.0,1.66,21258.129607,19451.31313,1.0,168.0,Male,Mexican American,Some college / AA,Never married,,Born in 50 US states or DC
118719,1.0,23.0,4.0,4.0,,3.0,1.0,1.0,0.35,9137.985265,8567.72106,1.0,171.0,Male,Non-Hispanic Black,High school / GED,Married / Living with partner,,Born in 50 US states or DC
118722,2.0,62.0,4.0,4.0,,4.0,1.0,1.0,4.64,7824.612137,7188.270171,1.0,156.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
118723,2.0,44.0,6.0,5.0,2.0,5.0,1.0,2.0,3.39,18688.655731,17407.043162,2.0,165.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
118724,2.0,62.0,3.0,3.0,,5.0,1.0,1.0,3.75,66570.085418,64922.620547,1.0,149.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
118725,2.0,37.0,3.0,3.0,2.0,5.0,3.0,1.0,,38056.561606,36387.625963,1.0,171.0,Female,Non-Hispanic White,College graduate or above,Never married,Not pregnant,Born in 50 US states or DC
118728,1.0,31.0,1.0,1.0,,4.0,1.0,1.0,5.0,21645.753956,20517.260147,2.0,155.0,Male,Mexican American,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
118729,2.0,43.0,1.0,1.0,2.0,2.0,1.0,1.0,0.1,25579.41049,25403.22169,1.0,154.0,Female,Mexican American,9-11th grade,Married / Living with partner,Not pregnant,Born in 50 US states or DC
118730,1.0,53.0,3.0,3.0,,4.0,1.0,2.0,5.0,5.397605346934028e-79,88536.650025,3.0,156.0,Male,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in Mexico
118732,2.0,51.0,2.0,2.0,,5.0,1.0,2.0,1.71,52133.989995,50350.878647,2.0,157.0,Female,Other Hispanic,College graduate or above,Married / Living with partner,,Born in Mexico
118734,1.0,37.0,4.0,4.0,,2.0,3.0,1.0,0.58,7702.958658,7217.857084,2.0,155.0,Male,Non-Hispanic Black,9-11th grade,Never married,,Born in 50 US states or DC
118737,2.0,26.0,1.0,1.0,2.0,3.0,1.0,2.0,1.97,16184.250519,14801.064337,2.0,155.0,Female,Mexican American,High school / GED,Married / Living with partner,Not pregnant,Born in Mexico
118738,2.0,42.0,1.0,1.0,3.0,1.0,2.0,2.0,1.11,17632.271163,17314.450909,2.0,161.0,Female,Mexican American,Less than 9th grade,Widowed / Divorced / Separated,Cannot determine,Born in Mexico
118740,1.0,56.0,3.0,3.0,,3.0,3.0,1.0,1.49,60900.541336,56248.891596,2.0,150.0,Male,Non-Hispanic White,High school / GED,Never married,,Born in 50 US states or DC
118741,2.0,63.0,2.0,2.0,,4.0,1.0,2.0,5.0,15176.54101,14871.923843,1.0,164.0,Female,Other Hispanic,Some college / AA,Married / Living with partner,,Born in Mexico
118745,1.0,32.0,4.0,4.0,,3.0,3.0,1.0,0.25,8013.397122,7415.385752,1.0,171.0,Male,Non-Hispanic Black,High school / GED,Never married,,Born in 50 US states or DC
118746,2.0,21.0,3.0,3.0,2.0,4.0,1.0,1.0,0.94,20728.520223,19924.973073,2.0,150.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
118748,1.0,31.0,4.0,4.0,,3.0,1.0,1.0,0.61,13325.280374,12564.617139,2.0,170.0,Male,Non-Hispanic Black,High school / GED,Married / Living with partner,,Born in 50 US states or DC
118750,1.0,22.0,1.0,1.0,,4.0,3.0,1.0,5.0,11419.83869,10391.579927,2.0,171.0,Male,Mexican American,Some college / AA,Never married,,Born in 50 US states or DC
118752,2.0,37.0,3.0,3.0,2.0,5.0,2.0,1.0,5.0,66360.543926,63802.305638,1.0,156.0,Female,Non-Hispanic White,College graduate or above,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
118755,1.0,65.0,2.0,2.0,,5.0,1.0,2.0,2.76,5205.96059,5197.233088,2.0,150.0,Male,Other Hispanic,College graduate or above,Married / Living with partner,,Born in Mexico
118756,2.0,29.0,3.0,3.0,2.0,5.0,1.0,1.0,2.85,53040.219911,51658.318197,1.0,155.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
118759,2.0,34.0,3.0,3.0,2.0,4.0,3.0,1.0,1.27,34240.065136,34266.104587,1.0,157.0,Female,Non-Hispanic White,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
118760,2.0,52.0,4.0,4.0,,4.0,3.0,1.0,0.66,4779.15025,4586.034934,2.0,155.0,Female,Non-Hispanic Black,Some college / AA,Never married,,Born in 50 US states or DC
118762,2.0,34.0,4.0,4.0,2.0,3.0,3.0,1.0,0.25,6635.784601,6273.47752,1.0,171.0,Female,Non-Hispanic Black,High school / GED,Never married,Not pregnant,Born in 50 US states or DC
118766,2.0,37.0,4.0,4.0,2.0,3.0,1.0,1.0,1.33,11629.710259,11155.701077,1.0,150.0,Female,Non-Hispanic Black,High school / GED,Married / Living with partner,Not pregnant,Born in 50 US states or DC
118767,2.0,62.0,6.0,5.0,,3.0,1.0,2.0,4.93,13041.411882,12232.92257,2.0,154.0,Female,Non-Hispanic Asian,High school / GED,Married / Living with partner,,Born in Mexico
118775,2.0,56.0,3.0,3.0,,4.0,1.0,1.0,5.0,25823.75454,25835.369732,2.0,168.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
118776,1.0,55.0,1.0,1.0,,1.0,2.0,2.0,1.98,13891.419691,12531.851314,1.0,170.0,Male,Mexican American,Less than 9th grade,Widowed / Divorced / Separated,,Born in Mexico
118777,2.0,51.0,4.0,4.0,,2.0,3.0,1.0,,5.397605346934028e-79,4222.889309,1.0,171.0,Female,Non-Hispanic Black,9-11th grade,Never married,,Born in 50 US states or DC
118781,1.0,44.0,4.0,4.0,,2.0,1.0,1.0,2.15,14724.813873,14346.970069,1.0,160.0,Male,Non-Hispanic Black,9-11th grade,Married / Living with partner,,Born in 50 US states or DC
118783,1.0,65.0,1.0,1.0,,5.0,1.0,1.0,5.0,10821.057434,10469.943412,1.0,151.0,Male,Mexican American,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
118784,1.0,27.0,1.0,1.0,,2.0,3.0,2.0,2.1,5848.315328,5410.595007,2.0,151.0,Male,Mexican American,9-11th grade,Never married,,Born in Mexico
118786,1.0,45.0,6.0,5.0,,5.0,1.0,2.0,5.0,8092.151434,7434.276756,2.0,166.0,Male,Non-Hispanic Asian,College graduate or above,Married / Living with partner,,Born in Mexico
118789,1.0,32.0,7.0,5.0,,3.0,3.0,1.0,,28560.80932,26429.417548,1.0,163.0,Male,Other/Multiracial,High school / GED,Never married,,Born in 50 US states or DC
118791,2.0,25.0,6.0,5.0,2.0,5.0,3.0,2.0,5.0,15538.430395,14770.204181,2.0,165.0,Female,Non-Hispanic Asian,College graduate or above,Never married,Not pregnant,Born in Mexico
118795,1.0,27.0,4.0,4.0,,5.0,3.0,1.0,,5.397605346934028e-79,28673.271982,1.0,153.0,Male,Non-Hispanic Black,College graduate or above,Never married,,Born in 50 US states or DC
