original_column,source_file,label,readable_name_suggested,readable_name_final,keep_status,notes
LBDV06LC,P_VOCWB.xpt,Blood Hexane Comment Code,blood_hexane_comment_code,,review,
LBXV07N,P_VOCWB.xpt,Blood Heptane (ng/mL),blood_heptane_ng_ml,,review,
LBDV07LC,P_VOCWB.xpt,Blood Heptane Comment Code,blood_heptane_comment_code,,review,
LBXV08N,P_VOCWB.xpt,Blood Octane (ng/mL),blood_octane_ng_ml,,review,
LBDV08LC,P_VOCWB.xpt,Blood Octane Comment Code,blood_octane_comment_code,,review,
LBXV1D,P_VOCWB.xpt,"Blood 1,2-Dichlorobenzene (ng/mL)",blood_1_2_dichlorobenzene_ng_ml,,review,
LBDV1DLC,P_VOCWB.xpt,"Blood 1,2-Dichlorobenzene Comment Code",blood_1_2_dichlorobenzene_comment_code,,review,
LBXV2A,P_VOCWB.xpt,"Blood 1,2-Dichloroethane (ng/mL)",blood_1_2_dichloroethane_ng_ml,,review,
LBDV2ALC,P_VOCWB.xpt,"Blood 1,2-Dichloroethane Comment Code",blood_1_2_dichloroethane_comment_code,,review,
LBXV3B,P_VOCWB.xpt,"Blood 1,3-Dichlorobenzene (ng/mL)",blood_1_3_dichlorobenzene_ng_ml,,review,
LBDV3BLC,P_VOCWB.xpt,"Blood 1,3-Dichlorobenzene Comment Code",blood_1_3_dichlorobenzene_comment_code,,review,
LBXV4C,P_VOCWB.xpt,Blood Tetrachloroethene (ng/mL),blood_tetrachloroethene_ng_ml,,review,
LBDV4CLC,P_VOCWB.xpt,Blood Tetrachloroethene Comment Code,blood_tetrachloroethene_comment_code,,review,
LBXVBF,P_VOCWB.xpt,Blood Bromoform (ng/mL),blood_bromoform_ng_ml,,review,
LBDVBFLC,P_VOCWB.xpt,Blood Bromoform Comment Code,blood_bromoform_comment_code,,review,
LBXVBM,P_VOCWB.xpt,Blood Bromodichloromethane (ng/mL),blood_bromodichloromethane_ng_ml,,review,
LBDVBMLC,P_VOCWB.xpt,Blood Bromodichloromethane Comment Code,blood_bromodichloromethane_comment_code,,review,
LBXVBZ,P_VOCWB.xpt,Blood Benzene (ng/mL),blood_benzene_ng_ml,,review,
LBDVBZLC,P_VOCWB.xpt,Blood Benzene Comment Code,blood_benzene_comment_code,,review,
LBXVBZN,P_VOCWB.xpt,Blood Benzonitrile (ng/mL),blood_benzonitrile_ng_ml,,review,
LBDVZBLC,P_VOCWB.xpt,Blood Benzonitrile Comment Code,blood_benzonitrile_comment_code,,review,
LBXVC6,P_VOCWB.xpt,Blood Cyclohexane (ng/mL),blood_cyclohexane_ng_ml,,review,
LBDVC6LC,P_VOCWB.xpt,Blood Cyclohexane Comment Code,blood_cyclohexane_comment_code,,review,
LBXVCB,P_VOCWB.xpt,Blood Chlorobenzene (ng/mL),blood_chlorobenzene_ng_ml,,review,
LBDVCBLC,P_VOCWB.xpt,Blood Chlorobenzene Comment Code,blood_chlorobenzene_comment_code,,review,
LBXVCF,P_VOCWB.xpt,Blood Chloroform (ng/mL),blood_chloroform_ng_ml,,review,
LBDVCFLC,P_VOCWB.xpt,Blood Chloroform Comment Code,blood_chloroform_comment_code,,review,
LBXVCM,P_VOCWB.xpt,Blood Dibromochloromethane (ng/mL),blood_dibromochloromethane_ng_ml,,review,
LBDVCMLC,P_VOCWB.xpt,Blood Dibromochloromethane Comment Code,blood_dibromochloromethane_comment_code,,review,
LBXVCT,P_VOCWB.xpt,Blood Carbon Tetrachloride (ng/mL),blood_carbon_tetrachloride_ng_ml,,review,
LBDVCTLC,P_VOCWB.xpt,Blood Carbon Tetrachloride Comment Code,blood_carbon_tetrachloride_comment_code,,review,
LBXVDB,P_VOCWB.xpt,"Blood 1,4-Dichlorobenzene (ng/mL)",blood_1_4_dichlorobenzene_ng_ml,,review,
LBDVDBLC,P_VOCWB.xpt,"Blood 1,4-Dichlorobenzene Comment Code",blood_1_4_dichlorobenzene_comment_code,,review,
LBXVDE,P_VOCWB.xpt,"Blood 1,2-Dibromoethane (ng/mL)",blood_1_2_dibromoethane_ng_ml,,review,
LBDVDELC,P_VOCWB.xpt,"Blood 1,2-Dibromoethane Comment Code",blood_1_2_dibromoethane_comment_code,,review,
LBXVDEE,P_VOCWB.xpt,Blood Diethyl Ether (ng/mL),blood_diethyl_ether_ng_ml,,review,
LBDVEELC,P_VOCWB.xpt,Blood Diethyl Ether Comment Code,blood_diethyl_ether_comment_code,,review,
LBXVEA,P_VOCWB.xpt,Blood Ethyl Acetate (ng/mL),blood_ethyl_acetate_ng_ml,,review,
LBDVEALC,P_VOCWB.xpt,Blood Ethyl Acetate Comment Code,blood_ethyl_acetate_comment_code,,review,
LBXVEB,P_VOCWB.xpt,Blood Ethylbenzene (ng/mL),blood_ethylbenzene_ng_ml,,review,
LBDVEBLC,P_VOCWB.xpt,Blood Ethylbenzene Comment Code,blood_ethylbenzene_comment_code,,review,
LBXVEC,P_VOCWB.xpt,Blood Chloroethane (ng/mL),blood_chloroethane_ng_ml,,review,
LBDVECLC,P_VOCWB.xpt,Blood Chloroethane Comment Code,blood_chloroethane_comment_code,,review,
LBXVFN,P_VOCWB.xpt,Blood Furan (ng/mL),blood_furan_ng_ml,,review,
LBDVFNLC,P_VOCWB.xpt,Blood Furan Comment Code,blood_furan_comment_code,,review,
LBXVIBN,P_VOCWB.xpt,Blood Isobutyronitrile (ng/mL),blood_isobutyronitrile_ng_ml,,review,
LBDVIBLC,P_VOCWB.xpt,Blood Isobutyronitrile Comment Code,blood_isobutyronitrile_comment_code,,review,
LBXVIPB,P_VOCWB.xpt,Blood Isopropylbenzene (ng/mL),blood_isopropylbenzene_ng_ml,,review,
LBDVIPLC,P_VOCWB.xpt,Blood Isopropylbenzene Comment Code,blood_isopropylbenzene_comment_code,,review,
LBXVMC,P_VOCWB.xpt,Blood Methylene Chloride (ng/mL),blood_methylene_chloride_ng_ml,,review,
LBDVMCLC,P_VOCWB.xpt,Blood Methylene Chloride Comment Code,blood_methylene_chloride_comment_code,,review,
LBXVMCP,P_VOCWB.xpt,Blood Methylcyclopentane (ng/mL),blood_methylcyclopentane_ng_ml,,review,
LBDVMPLC,P_VOCWB.xpt,Blood Methylcyclopentane Comment Code,blood_methylcyclopentane_comment_code,,review,
LBXVME,P_VOCWB.xpt,Blood MTBE (ng/mL),blood_mtbe_ng_ml,,review,
LBDVMELC,P_VOCWB.xpt,Blood MTBE Comment Code,blood_mtbe_comment_code,,review,
LBXVMIK,P_VOCWB.xpt,Blood Methyl Isobutyl Ketone (ng/mL),blood_methyl_isobutyl_ketone_ng_ml,,review,
LBDVMKLC,P_VOCWB.xpt,Blood Methyl Isobutyl Ketone Comt Code,blood_methyl_isobutyl_ketone_comt_code,,review,
LBXVNB,P_VOCWB.xpt,Blood Nitrobenzene (ng/mL),blood_nitrobenzene_ng_ml,,review,
LBDVNBLC,P_VOCWB.xpt,Blood Nitrobenzene Comment Code,blood_nitrobenzene_comment_code,,review,
LBXVOX,P_VOCWB.xpt,Blood o-Xylene (ng/mL),blood_o_xylene_ng_ml,,review,
LBDVOXLC,P_VOCWB.xpt,Blood o-Xylene Comment Code,blood_o_xylene_comment_code,,review,
LBXVTC,P_VOCWB.xpt,Blood Trichloroethene (ng/mL),blood_trichloroethene_ng_ml,,review,
LBDVTCLC,P_VOCWB.xpt,Blood Trichloroethene Comment Code,blood_trichloroethene_comment_code,,review,
LBXVTE,P_VOCWB.xpt,"Blood 1,1,1-Trichloroethane (ng/mL)",blood_1_1_1_trichloroethane_ng_ml,,review,
LBDVTELC,P_VOCWB.xpt,"Blood 1,1,1-Trichloroethane Comment Code",blood_1_1_1_trichloroethane_comment_code,,review,
LBXVTFT,P_VOCWB.xpt,Blood aaa-Trifluorotoluene (ng/mL),blood_aaa_trifluorotoluene_ng_ml,,review,
LBDVFTLC,P_VOCWB.xpt,Blood aaa-Trifluorotoluene Comment Code,blood_aaa_trifluorotoluene_comment_code,,review,
LBXVTHF,P_VOCWB.xpt,Blood Tetrahydrofuran (ng/mL),blood_tetrahydrofuran_ng_ml,,review,
LBDVHTLC,P_VOCWB.xpt,Blood Tetrahydrofuran Comment Code,blood_tetrahydrofuran_comment_code,,review,
LBXVTP,P_VOCWB.xpt,"Blood 1,2,3-Trichloropropane (ng/mL)",blood_1_2_3_trichloropropane_ng_ml,,review,
LBDVTPLC,P_VOCWB.xpt,"Blood 1,2,3-Trichloropropane Comt Code",blood_1_2_3_trichloropropane_comt_code,,review,
LBXVVB,P_VOCWB.xpt,Blood Vinyl Bromide (ng/mL),blood_vinyl_bromide_ng_ml,,review,
LBDVVBLC,P_VOCWB.xpt,Blood Vinyl Bromide Comment Code,blood_vinyl_bromide_comment_code,,review,
LBXVXY,P_VOCWB.xpt,Blood m-/p-Xylene (ng/mL),blood_m_p_xylene_ng_ml,,review,
LBDVXYLC,P_VOCWB.xpt,Blood m-/p-Xylene Comment Code,blood_m_p_xylene_comment_code,,review,
