SEQN,umap_x,umap_y
109831.0,17.798489,12.422947
109836.0,16.888298,9.656385
109837.0,15.720566,7.1540728
109841.0,15.558839,11.814889
109843.0,13.645369,13.652176
109844.0,13.051775,12.486756
109850.0,17.824444,12.625378
109852.0,12.852594,10.79881
109855.0,17.052944,9.062251
109856.0,19.004591,11.235653
109860.0,16.46437,8.757304
109862.0,4.6235113,11.277928
109863.0,17.509052,13.983869
109865.0,15.295778,10.022739
109866.0,16.185547,9.199083
109867.0,16.848177,13.195261
109868.0,15.192701,11.791597
109871.0,17.440376,12.157244
109872.0,18.793861,9.340676
109873.0,15.906713,6.9766545
109874.0,17.842466,13.47822
109877.0,19.186136,9.833626
109878.0,19.338655,7.2240624
109879.0,16.338146,13.900754
109881.0,17.064392,12.934955
109884.0,17.922085,12.12506
109886.0,14.692465,12.355684
109887.0,14.838154,9.089221
109892.0,18.07251,12.887086
109893.0,15.26642,8.50287
109894.0,14.7941885,9.800786
109895.0,14.430923,8.738155
109898.0,18.651743,10.090247
109903.0,15.55045,11.699132
109905.0,14.966833,11.292507
109912.0,17.599272,10.922389
109913.0,15.6014,11.678756
109915.0,17.706404,13.272704
109916.0,14.62825,8.853298
109917.0,20.170765,11.328012
109919.0,19.628342,10.186123
109921.0,20.191938,11.379079
109922.0,16.479597,11.325944
109926.0,16.325588,12.756845
109930.0,15.039207,11.907279
109931.0,4.456673,10.972552
109934.0,17.531914,9.649346
109938.0,4.4489174,10.647074
109939.0,17.547115,9.826148
109940.0,4.4744463,11.842278
109941.0,4.217553,11.464225
109945.0,12.80063,12.494749
109946.0,18.727535,13.133168
109947.0,15.981992,13.921558
109949.0,4.415929,10.57235
109952.0,19.479044,11.421817
109953.0,16.84665,10.037562
109957.0,18.280067,13.550233
109960.0,16.964392,13.77381
109961.0,16.797237,13.176577
109963.0,17.349133,11.931196
109968.0,4.365562,11.155096
109969.0,13.493591,13.763342
109971.0,15.191561,13.165686
109972.0,16.506826,10.832429
109975.0,17.127962,11.416208
109976.0,17.883512,13.724541
109977.0,18.405203,13.009484
109978.0,17.120724,9.256931
109979.0,16.647913,9.396013
109980.0,15.500751,7.237929
109987.0,20.032907,10.048673
109991.0,17.774086,12.290033
109992.0,4.6090655,11.832672
109997.0,18.561451,8.329438
109999.0,14.502199,10.927983
110004.0,19.325232,7.5229106
110005.0,13.557696,13.726721
110007.0,16.113913,13.046696
110010.0,20.099913,11.305861
110011.0,15.960383,8.470686
110012.0,16.219364,13.172492
110015.0,19.131334,10.49204
110016.0,17.011303,8.755999
110018.0,19.365528,7.301997
110021.0,12.974537,10.981018
110023.0,17.354286,12.924503
110027.0,19.115978,7.595456
110028.0,16.497015,7.900005
110029.0,17.026382,11.826005
110030.0,16.910103,8.186531
110033.0,17.242674,13.952866
110034.0,14.909337,10.596666
110035.0,4.7686744,10.519494
110036.0,19.241804,10.948742
110038.0,4.2809205,11.655527
110040.0,19.569231,8.379543
110041.0,4.8100066,11.000714
110042.0,15.038221,13.08615
110043.0,19.536242,9.435714
110052.0,17.938696,11.306957
110054.0,17.447083,11.185119
110056.0,17.711409,13.645763
110059.0,19.518753,9.79246
110060.0,17.100348,13.44269
110061.0,19.21364,11.485085
110062.0,17.876497,11.600167
110063.0,12.917814,10.729661
110064.0,4.344262,11.785072
110065.0,18.33231,13.401483
110067.0,19.28911,8.058417
110070.0,4.7544045,11.2155
110071.0,17.099998,13.7774315
110073.0,14.126645,12.667076
110074.0,19.304903,9.716765
110076.0,13.275325,11.053614
110079.0,16.20387,12.60836
110081.0,14.836381,12.262085
110083.0,12.881973,10.831455
110085.0,19.455778,11.200874
110087.0,19.949846,11.427346
110088.0,14.488684,9.313118
110089.0,17.361883,10.711039
110090.0,16.741343,12.626854
110091.0,19.467278,9.757463
110093.0,19.540993,8.465592
110098.0,15.691968,8.053871
110102.0,16.099436,11.354952
110105.0,19.458447,7.794105
110112.0,19.449339,9.459284
110114.0,19.630676,10.5083065
110116.0,19.066967,8.936978
110117.0,16.728,7.7925053
110118.0,13.448927,11.784118
110120.0,13.800156,11.45672
110121.0,16.7673,9.709509
110123.0,14.617941,9.8883095
110124.0,15.402699,12.956444
110125.0,19.083883,11.634636
110127.0,17.937366,11.945055
110128.0,17.08476,12.795749
110129.0,15.589703,12.02407
110130.0,17.70399,12.8679905
110134.0,13.538195,12.934536
110135.0,17.02322,11.3083105
110136.0,17.812908,10.259729
110137.0,17.617836,13.924895
110139.0,15.890866,11.005569
110142.0,19.081282,11.357242
110144.0,4.382252,11.372175
110147.0,16.67857,12.464184
110151.0,16.120914,13.901497
110155.0,16.078726,7.9182177
110157.0,17.868608,12.123188
110159.0,4.2159133,11.255526
110161.0,16.86737,12.274513
110165.0,14.765124,10.970081
110167.0,13.797659,10.662027
